entity,attribute_camel,attribute_snake,description
OrganizationFederalAccountability,hasParticipationStatusForMath,has_participation_status_for_math,An indication of whether the school or district met the 95 percent participation requirement in the mathematics assessment in accordance with state definition for the purposes of determining AYP.
OrganizationFederalAccountability,hasParticipationStatusForReadingAndLanguageArts,has_participation_status_for_reading_and_language_arts,An indication of whether the school or district met the 95 percent participation requirement on the reading/language arts assessment in accordance with state definition for the purposes of determining AYP.
PostsecondaryStudentDemographic,hasPaternalGuardianEducation,has_paternal_guardian_education,The highest level of education attained by a person's father or paternal guardian
LearningResourcePeerRating,hasPeerRatingSystem,has_peer_rating_system,References the peer rating / scaling system used to rate a Learning Resource.
PersonStatus,hasPerkinsEnglishLearnerStatus,has_perkins_english_learner_status,"A secondary student, an adult, or an out-of-school youth, who has limited ability in speaking, reading, writing, or understanding English language, and (a) whose native language is a language other than English, or (b) who lives in a family or community environment in which a language other than English is the dominant language."
ProgramParticipationCareerAndTechnical,hasPerkinsPostProgramPlacementIndicator,has_perkins_post_program_placement_indicator,An indication of the post-program status of a CTE Concentrator in the second quarter after exiting from secondary education.
OrganizationIndicator,hasPersistentlyLowestAchievingSchoolStatus,has_persistently_lowest_achieving_school_status,An indication of whether the school is identified by the state as persistently lowest-achieving.
LocationAddress,hasPersonAddressNcesSide,has_person_address_nces_side,References information related to the National Center for Education Statistics (NCES) spatially interpolated demographic estimate (SIDE) based on the address latitude and longitude location.
Person,hasPersonAllergy,has_person_allergy,References an alergy type associated with a person.
Person,hasPersonBirth,has_person_birth,References information related to the birth of a person
Person,hasPersonBirthplace,has_person_birthplace,"References the city, state, and country where a person was born."
Person,hasPersonCareerEducationPlan,has_person_career_education_plan,References information about a career education plan for a person.
Person,hasPersonCitizenship,has_person_citizenship,References information about the citizenship status of a person
Person,hasPersonCredential,has_person_credential,References the credential awarded to a person.
Person,hasPersonDeath,has_person_death,References information related to the death of a person
Person,hasPersonDegreeOrCertificate,has_person_degree_or_certificate,References the name of the degree or certificate earned by an individual. This includes honorary degrees conferred upon an individual.
Person,hasPersonDemographicRace,has_person_demographic_race,References the associations of a person to a race or ethnicity. Multiple associations are allowed.
Person,hasPersonDisability,has_person_disability,References information related to the disability status for an individual and their primary disability.
Person,hasPersonFamily,has_person_family,References information related to the attributes of a person's family.
Person,hasPersonHealth,has_person_health,References data points of a person's health
Person,hasPersonHealthBirth,has_person_health_birth,References data points of a person's health and status at time of birth.
Person,hasPersonHomelessness,has_person_homelessness,"References persons who lack a fixed, regular, and adequate nighttime residence."
Person,hasPersonIdentification,has_person_identification,Identifiers assigned to an individual.
PersonIdentification,hasPersonIdentificationSystem,has_person_identification_system,A coding scheme that is used for identification of a person.
PersonIdentification,hasPersonIdentifierType,has_person_identifier_type,"A coding scheme of identifiers assigned to an individual, distinguishing between various roles and contexts within an educational or organizational setting. It ensures accurate identification and classification of individuals based on their specific type of identifier."
Person,hasPersonImmunization,has_person_immunization,References the immunizations that a person has satisfactorily received.
Person,hasPersonLanguage,has_person_language,References languages that a person uses to communicate.
Membership,hasPersonLearningDevice,has_person_learning_device,References information related to learning devices used by a person.
Person,hasPersonMilitary,has_person_military,References information about a person's connections to the military.
